id;is_answered_correctly;version;user_id
401;t;2;50
402;t;2;50
404;t;2;50
406;t;2;50
407;t;2;50
410;t;2;50
412;t;2;50
413;t;2;50
415;t;2;50
416;t;2;50
417;t;2;50
418;t;2;50
419;t;2;50
420;t;2;50
421;f;2;50
424;f;2;54
427;t;2;54
428;t;4;56
430;t;4;56
431;t;2;54
433;f;4;56
435;t;2;54
437;f;4;56
438;t;4;56
439;t;2;54
441;t;2;54
444;f;4;56
445;t;4;56
447;t;2;54
448;f;4;56
451;t;2;54
454;f;2;54
458;f;2;54
459;t;2;54
462;t;2;54
463;f;4;60
465;t;2;54
468;t;4;60
472;f;4;60
474;t;4;60
476;t;4;60
482;f;4;60
485;t;4;60
489;t;4;60
493;t;4;60
495;t;4;60
499;t;4;60
502;t;4;60
504;t;4;60
509;t;4;60
511;t;4;60
513;f;4;60
517;t;4;60
519;f;4;60
521;t;4;60
522;t;4;60
524;t;4;60
525;t;4;60
526;t;4;60
527;t;4;60
529;t;4;60
531;t;4;64
532;t;4;64
533;t;4;64
534;f;4;64
536;t;4;64
538;t;4;64
539;t;4;64
541;f;4;64
543;t;2;66
549;t;2;70
550;t;2;70
551;t;2;70
564;t;2;70
567;t;2;70
571;f;2;70
574;t;2;70
589;t;4;76
591;t;4;76
592;t;4;76
593;t;4;76
594;t;4;76
595;f;4;76
596;t;4;76
597;f;4;76
530;f;4;60
535;f;4;64
540;t;4;64
553;t;2;70
555;f;2;70
558;t;2;70
560;t;2;70
569;t;2;70
573;t;2;70
575;t;2;70
576;t;2;74
588;t;4;76
590;f;4;76
598;t;4;76
599;t;4;76
600;t;4;76
601;f;4;76
602;f;4;76
603;t;4;76
604;t;4;76
605;t;4;76
606;t;4;76
607;t;4;76
608;t;4;76
609;t;4;76
610;t;4;80
611;f;4;80
612;f;4;80
613;t;4;80
616;f;4;80
618;t;4;80
620;t;4;80
622;t;4;80
624;f;4;80
625;t;4;80
627;t;4;80
629;t;4;80
630;f;4;80
631;t;4;80
633;t;4;80
635;f;2;78
636;t;2;78
638;t;4;80
639;t;4;80
642;t;4;80
643;t;2;78
645;t;4;80
647;t;2;78
648;t;4;84
650;t;2;78
652;f;4;84
654;t;4;80
655;f;4;84
656;f;4;80
657;t;4;84
658;t;2;78
660;t;2;78
662;t;4;84
664;t;4;84
665;f;2;78
666;t;4;84
667;t;4;84
669;t;2;78
670;t;4;84
672;t;2;78
673;t;2;78
674;f;4;84
676;t;4;84
677;t;2;78
678;f;4;84
679;f;4;84
680;t;2;78
682;t;4;84
684;t;2;78
685;f;4;84
686;t;2;78
689;t;2;78
691;t;2;86
693;t;2;86
695;f;2;86
697;t;2;86
698;t;2;86
699;t;2;86
700;t;2;86
701;t;2;86
702;t;2;86
703;t;2;86
704;t;2;86
705;t;2;86
706;t;2;86
707;t;2;86
708;f;2;86
709;t;4;88
710;t;4;88
711;t;4;88
712;t;4;88
713;f;4;88
714;t;4;88
715;t;4;88
716;t;2;90
717;t;4;88
718;t;4;88
719;t;2;90
720;t;4;88
721;t;4;88
722;t;2;90
723;t;4;88
729;t;2;90
731;t;4;88
732;t;2;90
733;t;4;88
734;t;2;90
735;t;4;88
736;t;2;90
738;t;2;90
739;t;2;90
740;t;2;90
742;t;2;90
745;t;2;90
750;t;2;90
753;t;4;96
754;t;4;96
756;t;4;96
759;t;4;96
760;f;4;96
762;t;4;96
763;t;4;96
765;t;4;96
766;t;4;96
767;f;4;96
768;t;4;96
777;f;4;96
781;f;2;98
783;t;2;98
784;f;2;98
789;f;2;98
792;t;2;98
796;t;2;98
802;t;2;102
805;t;4;104
806;t;2;102
810;t;2;102
811;t;2;102
813;t;2;102
816;t;2;102
820;f;2;102
822;t;2;102
826;t;2;106
828;t;2;102
833;t;2;102
724;t;4;88
725;t;2;90
726;f;4;88
727;f;4;88
728;f;2;90
737;t;4;88
741;t;2;90
743;t;2;90
744;t;2;90
746;t;2;90
747;t;2;90
748;t;2;90
749;t;2;90
752;f;4;96
755;f;4;96
757;f;4;96
758;t;4;96
761;t;4;96
764;f;4;96
769;f;4;96
770;t;4;96
771;f;4;96
772;t;4;96
773;t;4;96
774;f;4;96
776;t;4;96
778;t;4;96
779;f;4;96
780;f;4;96
782;f;2;98
786;f;2;98
788;t;2;98
790;t;4;100
793;t;2;98
794;t;4;100
795;t;2;98
797;t;2;98
798;t;2;98
814;t;2;102
817;t;2;102
824;t;4;104
825;t;2;102
829;t;2;106
831;t;2;102
836;t;2;106
838;t;2;102
839;t;2;106
841;t;2;102
844;t;2;106
846;t;2;102
848;t;2;106
849;t;2;102
853;t;2;106
854;t;2;102
855;f;4;108
858;t;2;102
859;t;2;106
862;t;2;102
863;t;4;108
865;t;2;106
869;t;2;106
873;f;2;106
875;f;2;110
878;t;2;106
881;t;2;106
884;t;2;110
886;t;2;106
890;t;2;110
891;f;2;106
896;t;2;106
897;t;2;110
901;t;2;106
903;t;2;110
904;t;2;106
909;t;2;106
910;t;2;110
912;t;4;112
913;f;2;110
916;f;2;110
918;t;2;110
920;f;2;110
921;f;4;112
923;f;2;110
924;t;2;110
927;f;2;110
929;f;4;112
930;t;2;110
931;t;2;110
933;t;2;110
935;t;2;106
938;t;2;110
940;t;2;106
950;t;4;112
956;f;2;106
960;f;2;106
969;f;4;112
936;f;2;110
941;t;4;112
943;t;2;106
945;f;4;112
952;t;2;106
957;f;4;112
958;t;2;106
959;f;4;112
963;t;2;106
965;t;2;106
967;t;2;106
972;t;4;112
1011;t;4;116
1012;t;4;116
1013;t;4;116
1015;t;4;116
1016;f;4;116
1017;t;4;116
1018;t;4;116
1019;t;4;116
1021;f;4;116
1022;f;4;116
1024;f;4;116
1025;t;4;116
1027;t;4;116
1028;t;4;116
1029;f;4;116
1030;f;4;116
1031;t;4;116
1048;t;2;118
1050;t;2;118
1053;t;2;118
1054;t;2;118
1055;t;2;118
1056;f;2;118
1058;t;2;118
1059;t;2;118
1061;t;2;118
1070;t;4;120
1071;f;4;120
1072;t;4;120
1073;t;4;120
1074;t;4;120
1075;t;4;120
1076;t;4;120
1077;t;4;120
1078;t;4;120
1079;f;4;120
1080;t;4;120
1081;t;4;120
1082;t;4;120
1083;t;4;120
1084;f;4;120
1085;t;4;120
1086;t;4;120
1087;t;4;120
1088;t;4;120
1089;t;4;120
1090;t;4;120
1091;t;4;120
1092;t;4;120
1093;t;4;120
1094;f;4;120
1095;t;4;120
1096;t;4;120
1097;t;4;120
1098;t;4;120
1099;t;4;120
1100;t;4;120
1101;t;4;120
1102;t;4;120
1103;t;4;120
1104;t;4;120
1105;t;4;120
1106;t;4;120
1107;t;4;120
1108;t;4;120
1109;t;4;120
1110;f;4;120
1111;f;4;120
1112;f;4;120
1115;t;4;124
1116;f;4;124
1117;t;2;126
1118;f;2;126
1119;f;2;126
1120;t;2;126
1121;t;2;126
1122;f;2;126
1123;t;2;126
1124;t;2;126
1125;f;2;126
1126;t;2;126
1127;f;2;126
1128;f;2;126
1129;f;2;126
1130;t;2;126
1131;f;2;126
1132;f;2;126
1146;t;4;128
1147;f;4;128
1148;f;4;128
1149;t;4;128
1150;t;4;128
1151;t;4;128
1152;t;4;128
1153;t;4;128
1154;t;4;128
1157;t;2;130
1158;t;2;130
1159;f;2;130
1160;t;2;130
1161;t;2;130
1162;t;2;130
1163;t;2;130
1164;t;2;130
1165;t;2;130
1166;t;2;130
1167;t;2;130
1168;t;2;130
1169;t;2;130
1170;t;2;130
1176;t;4;132
1180;t;4;132
1182;t;4;132
1184;f;4;132
1187;t;4;132
1192;t;4;132
1193;t;4;132
1194;f;4;136
1195;t;4;136
1237;f;2;138
1300;t;2;142
1302;t;4;144
1303;t;4;144
1304;t;4;144
1305;t;4;144
1306;t;4;144
1307;t;4;144
1308;t;4;144
1309;t;4;140
1310;f;4;144
1324;f;4;140
1325;f;4;140
1326;f;2;146
1327;t;4;140
1328;t;4;140
1329;t;4;140
1330;t;4;140
1331;f;4;140
1332;t;4;140
1333;f;4;148
1335;t;4;140
1336;f;4;140
1337;t;4;140
1340;t;4;148
1348;f;4;148
1352;t;4;148
1356;f;4;148
1359;f;4;152
1361;t;4;152
1364;t;4;152
1365;t;4;148
1366;t;4;152
1368;t;4;152
1370;t;4;152
1371;t;4;152
1373;t;4;152
1375;t;4;152
1379;t;4;152
1382;f;4;152
1384;t;4;152
1388;t;4;152
1391;t;4;152
1395;t;4;152
1396;t;4;152
1399;t;4;152
1401;f;4;148
1402;f;4;152
1405;t;2;154
1435;f;4;156
1438;t;4;156
1439;f;4;148
1444;t;2;158
1451;t;2;158
1457;t;2;158
1459;t;2;158
1447;t;2;158
1450;t;2;158
1455;t;2;158
1462;t;2;158
1464;t;2;158
1467;t;2;158
1470;t;2;158
1476;f;2;162
1477;f;4;160
1478;f;2;162
1479;t;2;162
1480;t;2;162
1481;t;2;162
1482;t;2;162
1483;t;2;162
1484;t;2;162
1485;t;2;162
1486;t;2;162
1487;t;4;148
1488;t;4;148
1489;t;4;148
1490;t;4;148
1491;t;4;148
1492;t;4;148
1493;t;4;148
1494;t;4;148
1495;f;4;148
1496;f;4;148
1497;t;4;148
1500;f;4;164
1501;t;4;164
1502;t;4;164
1503;t;4;164
1504;t;4;164
1505;t;4;164
1506;t;4;164
1507;t;4;164
1508;t;4;164
1509;t;4;164
1510;t;4;164
1511;t;4;164
1512;t;4;164
1513;t;4;164
1514;f;4;164
1515;t;4;164
1516;f;4;164
1517;t;4;148
1518;t;4;148
1519;t;4;148
1520;t;4;148
1521;t;4;148
1539;t;2;166
1565;f;4;168
1567;t;4;168
1588;t;4;172
1589;t;4;172
1590;t;4;172
1591;t;4;172
1592;t;4;172
1593;t;4;172
1594;t;4;172
1595;f;4;172
1596;f;4;172
1600;t;4;180
1604;f;2;182
1605;t;2;182
1606;f;2;182
1607;t;2;182
1608;t;2;182
1609;t;2;182
1610;t;2;182
1611;t;2;182
1612;t;2;182
1613;t;2;182
1614;t;2;182
1615;t;2;182
1617;t;2;182
1618;t;2;182
1621;t;2;182
1623;f;2;182
1644;f;4;184
1616;f;2;182
1619;t;2;182
1620;t;2;182
1622;t;2;182
1634;t;4;184
1636;t;4;184
1638;t;4;184
1639;t;4;184
1640;f;4;184
1642;t;4;184
1645;f;4;184
1706;f;2;190
1707;t;2;190
1708;t;2;190
1709;t;2;190
1710;t;2;190
1711;f;2;190
1712;t;2;190
1713;t;2;190
1714;f;2;190
1715;t;2;190
1716;t;2;190
1717;t;2;190
1718;t;2;190
1719;f;2;190
1720;t;2;190
1721;t;2;190
1722;f;2;190
1723;t;2;190
1724;t;2;190
1725;t;2;190
1726;f;2;190
1727;t;2;190
1728;f;2;190
1729;t;2;190
1730;t;2;190
1731;t;2;190
1732;t;2;190
1733;t;2;190
1734;t;2;190
1735;t;2;190
1738;t;2;190
1739;t;2;190
1740;t;2;190
1761;f;4;196
1762;f;4;196
1763;t;4;196
1764;t;4;196
1765;t;4;196
1766;t;4;196
1767;t;4;196
1768;t;4;196
1769;t;4;196
1770;t;4;196
1771;t;4;196
1772;t;4;196
1773;t;4;196
1774;f;4;196
1775;t;4;196
1776;t;4;196
1777;t;4;196
1778;t;4;196
1779;t;4;196
1780;t;4;196
1781;t;4;196
1782;t;4;196
1783;t;4;196
1784;t;4;196
1785;t;4;196
1787;t;4;196
1789;t;4;196
1790;t;4;196
1791;t;2;198
1792;t;2;198
1793;f;2;198
1794;t;2;198
1795;t;2;198
1796;t;2;198
1797;f;2;198
1803;f;2;198
1809;t;2;198
1810;t;2;198
1798;t;2;198
1799;t;2;198
1800;f;2;198
1801;t;2;198
1802;t;2;198
1804;t;2;198
1805;t;2;198
1806;f;2;198
1807;t;2;198
1808;f;2;198
1824;f;2;206
1825;t;2;206
1826;t;2;206
1827;f;2;206
1828;f;2;206
1829;t;2;206
1830;t;2;206
1831;t;2;206
1832;t;2;206
1833;t;2;206
1834;t;2;206
1835;t;2;206
1836;t;2;206
1837;t;2;206
1838;t;2;206
1839;t;2;206
1862;t;4;208
1865;t;2;206
1866;t;2;206
1867;f;2;206
1868;t;2;210
1869;t;2;210
1870;t;2;210
1871;t;2;210
1872;t;2;210
1873;t;2;210
1874;t;2;210
1875;f;2;210
1876;t;2;210
1877;t;2;210
1878;t;2;210
1879;t;2;210
1880;t;2;210
1881;t;2;210
1909;f;4;212
1910;t;4;212
1911;t;4;212
1912;t;4;212
1913;f;4;212
1914;t;4;212
1915;t;4;212
1916;t;4;212
1917;f;4;212
1918;t;2;206
1919;t;2;206
1920;t;2;206
1921;t;2;206
1922;t;2;206
1923;t;2;206
1924;t;2;206
1925;f;2;206
1926;t;2;206
1927;t;2;206
1928;t;2;206
1929;t;2;206
1930;t;2;206
1931;t;2;206
1932;f;2;214
1933;t;2;214
1934;f;2;214
1935;t;2;214
1936;t;2;214
1937;t;2;214
1938;t;2;214
1939;t;2;214
1940;t;2;214
1941;t;2;214
1942;t;2;214
1943;f;2;214
1944;t;2;214
1945;t;2;214
1946;t;2;214
1947;t;2;214
1948;t;2;214
1949;t;2;214
1950;t;2;214
1951;t;2;214
1952;f;2;214
1953;t;2;214
1954;t;2;214
1955;t;2;214
1956;t;2;214
1957;t;2;214
1958;t;2;214
1959;t;2;214
1960;t;2;214
1962;t;2;214
1963;t;2;214
1964;t;2;214
1966;t;2;214
1967;t;2;214
1968;t;2;214
1969;t;2;214
1970;f;2;214
1972;t;2;214
1973;t;2;214
1975;t;2;214
1976;t;2;214
1978;t;2;214
1980;t;2;214
1982;t;2;214
1983;t;2;214
1984;t;2;214
1985;t;2;214
1989;t;2;214
1991;t;2;214
1992;t;2;214
1993;t;2;214
1996;t;2;214
1961;t;2;214
1965;t;2;214
1971;t;2;214
1974;t;2;214
1977;t;2;214
1979;f;2;214
1981;t;2;214
1986;t;2;214
1987;t;2;214
1988;t;2;214
1990;t;2;214
1994;t;2;214
1995;t;2;214
1997;t;4;216
1998;t;4;216
1999;t;4;216
2000;f;4;216
2001;t;4;216
2002;f;4;216
2003;f;4;216
2004;t;4;216
2005;t;4;216
2006;t;4;216
2007;f;4;216
2008;f;4;216
2016;t;2;218
2017;t;2;218
2018;t;2;218
2019;t;2;218
2020;t;4;220
2021;t;4;220
2041;f;2;222
2042;t;2;222
