id;is_answered_correctly;version;user_id
324;t;3;47
325;f;3;47
326;t;3;47
332;t;3;47
333;t;3;47
338;f;3;47
340;t;3;47
344;t;3;47
346;f;3;47
348;t;3;47
350;f;3;47
363;f;3;47
367;t;1;49
368;t;1;49
369;t;1;49
371;t;1;49
372;t;1;49
373;f;1;49
376;t;1;49
377;t;1;49
378;t;1;49
382;f;1;49
383;t;1;49
361;f;3;47
362;f;3;47
364;t;3;47
365;t;1;49
366;t;1;49
370;t;1;49
374;f;1;49
375;t;1;49
379;t;1;49
380;f;1;49
381;t;1;49
384;t;1;49
390;t;3;51
392;t;3;51
394;t;3;51
396;t;3;51
398;t;3;51
399;t;3;51
403;t;3;51
405;t;3;51
408;f;3;51
409;t;3;51
411;t;3;51
414;f;3;51
422;t;1;53
423;f;1;53
425;t;1;53
426;t;1;53
429;t;1;53
432;f;1;53
434;t;3;55
436;t;1;53
440;t;1;53
442;t;1;53
443;t;1;57
446;f;1;53
449;t;1;53
450;f;1;57
452;t;1;53
453;t;1;53
455;t;1;53
456;t;1;57
457;t;1;53
460;t;1;53
461;t;1;57
464;t;3;59
466;f;1;57
467;f;1;53
469;t;3;59
470;f;1;53
471;t;1;57
473;t;1;57
475;f;3;59
477;t;1;53
478;t;1;57
479;f;1;53
480;t;1;57
481;f;3;59
483;t;1;53
484;t;1;57
486;t;1;53
487;t;3;59
488;f;1;53
490;t;3;59
491;t;3;59
492;t;1;53
494;f;3;59
496;t;3;59
497;t;1;53
498;t;3;59
500;t;3;59
501;t;1;53
503;t;3;59
505;t;3;59
506;t;1;53
507;t;3;59
508;t;1;53
510;t;1;53
512;t;3;59
514;f;3;59
515;f;3;59
516;t;3;59
518;t;3;63
520;f;3;63
523;t;3;63
552;t;1;69
554;t;1;69
557;t;1;69
559;t;1;69
561;t;1;69
565;t;1;69
572;t;1;69
578;f;3;75
579;f;3;75
582;t;3;75
584;f;3;75
586;t;3;75
528;t;3;63
537;t;3;63
542;t;1;65
544;t;1;69
545;t;1;69
546;f;1;69
547;t;1;69
548;t;1;69
556;t;1;69
562;t;1;69
563;t;3;71
566;t;1;69
568;f;1;69
570;t;1;69
577;f;3;75
580;f;3;75
581;f;3;75
583;t;3;75
585;t;3;75
587;f;3;75
614;t;1;81
615;t;3;79
617;t;3;79
619;t;3;79
621;t;1;81
623;t;1;81
626;t;1;81
628;t;1;81
632;f;3;79
634;t;3;79
637;t;3;79
640;f;3;79
641;f;3;83
644;t;3;79
646;t;3;79
649;t;3;79
651;t;3;79
653;t;3;83
659;f;3;79
661;f;3;79
663;t;3;79
668;f;3;79
671;f;3;79
675;t;3;79
681;f;3;79
683;t;3;79
687;f;3;79
688;t;3;79
690;t;3;79
692;f;3;79
694;f;3;79
696;t;3;79
785;t;3;99
787;t;3;99
799;f;1;101
801;f;3;99
807;t;3;103
808;f;3;99
819;f;3;103
821;t;3;103
827;t;1;105
832;f;1;105
834;t;3;103
730;f;3;91
751;f;3;95
775;t;3;95
791;t;3;99
800;t;1;101
803;t;3;99
804;t;3;103
809;t;3;103
812;t;3;103
815;f;3;103
818;t;3;103
823;t;1;105
830;f;3;103
835;t;1;105
837;t;3;103
840;t;3;107
842;t;1;105
843;t;3;103
845;f;1;105
847;f;1;105
850;f;3;103
851;f;1;105
852;t;1;105
856;f;1;105
857;t;1;105
860;t;3;103
861;t;1;105
864;t;1;105
866;t;1;105
867;t;3;103
868;t;1;105
870;t;1;105
871;t;3;103
872;t;3;103
874;t;1;105
876;f;3;103
877;t;1;109
879;t;3;103
880;t;1;105
882;t;1;105
883;t;3;103
885;t;3;103
887;t;1;105
888;t;1;109
889;t;3;103
892;f;3;103
893;t;3;111
894;t;1;109
895;t;3;103
898;t;3;103
899;t;3;111
900;t;1;109
902;f;3;103
905;f;1;109
906;t;3;103
907;t;3;111
908;t;3;111
911;t;1;109
914;t;3;111
915;t;1;109
917;t;1;109
919;t;1;109
922;t;3;111
925;t;3;111
926;f;1;109
928;t;1;109
932;t;1;109
934;t;3;111
937;f;1;109
939;t;1;109
942;f;1;109
944;t;1;109
949;f;1;109
951;t;1;109
953;t;3;111
954;t;1;109
955;t;1;109
961;t;1;109
968;t;1;109
971;t;1;109
975;f;1;109
946;t;1;109
947;f;3;111
948;t;3;111
962;t;1;109
964;t;1;109
966;t;1;109
970;t;1;109
973;f;1;109
974;t;1;113
976;t;1;113
977;t;1;109
978;f;1;109
979;t;1;113
980;t;1;109
981;t;1;109
982;t;1;109
983;t;1;113
984;f;1;109
985;t;1;109
986;f;1;113
987;t;1;109
988;t;1;113
989;t;1;109
990;t;1;109
991;f;1;113
992;f;1;109
993;t;1;113
994;t;1;113
995;t;1;109
996;t;1;113
997;t;1;109
998;t;1;113
999;t;1;109
1000;t;1;109
1001;f;1;113
1002;t;1;109
1003;f;1;109
1004;t;1;109
1005;t;1;109
1006;t;1;109
1007;f;1;109
1008;t;1;109
1009;t;1;109
1010;f;3;115
1014;t;3;115
1020;t;1;117
1023;f;1;117
1026;f;1;117
1032;f;1;117
1033;f;1;117
1034;f;1;117
1035;t;1;117
1036;t;1;117
1037;t;1;117
1038;f;1;117
1039;t;1;117
1040;t;1;117
1041;f;1;117
1042;f;3;115
1043;f;1;117
1044;t;1;117
1045;t;3;115
1046;t;1;117
1047;t;1;117
1049;f;1;117
1051;t;3;115
1052;t;1;117
1057;t;3;115
1060;f;3;115
1062;t;3;115
1063;t;3;115
1064;t;3;115
1065;t;3;115
1066;f;3;115
1067;t;3;115
1068;f;3;115
1069;f;3;115
1113;t;1;121
1114;t;1;121
1133;t;3;127
1134;t;3;127
1135;t;3;127
1136;t;3;127
1137;t;3;127
1138;f;3;127
1139;f;3;127
1140;t;3;127
1141;t;3;127
1142;t;3;127
1143;t;3;127
1144;t;3;127
1145;t;3;127
1155;t;1;129
1156;t;1;129
1171;t;3;131
1172;t;3;131
1173;t;3;131
1174;t;3;131
1175;t;3;131
1177;f;1;133
1178;t;1;133
1179;t;1;133
1181;t;1;133
1183;f;1;133
1185;f;1;133
1186;f;1;133
1188;t;1;133
1189;f;1;133
1190;t;1;133
1191;f;1;133
1196;t;1;137
1197;t;3;131
1198;f;1;137
1199;t;1;137
1200;t;1;137
1201;t;1;137
1202;t;1;137
1203;t;1;137
1204;f;1;137
1205;t;1;137
1206;t;1;137
1207;t;1;137
1208;t;1;137
1209;t;1;137
1210;t;1;137
1211;t;1;137
1212;t;1;137
1213;t;1;137
1214;t;1;137
1215;t;1;137
1216;t;1;137
1217;t;1;137
1218;f;1;137
1219;t;1;137
1220;t;1;137
1221;t;1;137
1222;t;1;137
1223;t;1;137
1224;t;1;137
1225;t;1;137
1226;t;1;137
1227;t;1;137
1228;t;1;137
1229;t;1;137
1230;t;1;137
1231;t;1;137
1232;f;1;137
1233;t;1;137
1234;t;1;137
1235;t;1;137
1236;t;1;137
1238;t;1;137
1239;t;1;137
1240;t;1;137
1241;t;1;137
1242;t;1;137
1243;f;1;137
1244;t;1;137
1245;t;1;137
1246;t;1;137
1247;t;1;137
1248;t;1;137
1249;t;1;137
1250;t;1;137
1251;t;1;137
1252;t;1;137
1253;t;1;137
1254;t;1;137
1255;t;1;137
1256;t;1;137
1257;t;1;137
1258;t;1;137
1259;t;1;137
1260;t;1;137
1261;t;1;137
1262;t;1;137
1263;t;1;137
1264;t;1;137
1265;t;1;137
1266;t;1;137
1267;t;1;137
1268;t;1;137
1269;t;1;137
1270;t;1;137
1273;t;1;137
1274;t;1;137
1275;t;1;137
1277;f;1;137
1278;t;1;137
1281;t;1;137
1282;t;1;137
1284;t;1;137
1285;t;1;137
1287;t;1;137
1271;t;1;137
1272;t;1;137
1276;t;1;137
1279;t;1;137
1280;t;1;137
1283;t;1;137
1286;t;1;137
1288;f;1;137
1289;t;1;137
1290;f;1;137
1291;t;1;137
1292;f;1;137
1293;t;1;137
1294;t;1;137
1295;t;1;137
1296;t;1;137
1297;t;1;137
1298;t;1;137
1299;t;1;137
1301;t;3;143
1311;f;1;145
1312;t;1;145
1313;t;1;145
1314;t;1;145
1315;t;1;145
1316;t;1;145
1317;t;1;145
1318;t;1;145
1319;t;1;145
1320;t;1;145
1321;t;1;145
1322;t;1;145
1323;t;1;145
1334;t;3;147
1338;t;3;147
1339;t;3;147
1341;t;3;147
1342;t;3;147
1343;t;3;147
1344;f;3;147
1345;t;3;147
1346;t;3;151
1347;t;3;147
1349;f;3;147
1350;t;3;151
1351;t;3;147
1353;t;3;147
1354;f;3;151
1355;t;3;147
1357;t;3;151
1358;f;3;147
1360;t;1;153
1362;t;3;151
1363;t;3;147
1367;t;3;151
1369;t;1;153
1372;t;3;151
1374;t;3;151
1376;t;3;151
1377;f;1;153
1378;t;1;153
1380;t;3;151
1381;t;1;153
1383;t;1;153
1385;t;3;151
1386;t;1;153
1387;t;1;153
1389;t;3;151
1390;t;1;153
1392;t;3;151
1393;t;1;153
1394;t;3;151
1397;f;3;151
1398;t;1;153
1400;t;3;147
1403;f;1;153
1404;t;3;151
1406;t;1;153
1407;t;3;151
1408;f;1;153
1409;t;3;151
1410;f;1;153
1411;t;3;151
1412;f;1;153
1413;t;3;151
1414;t;3;151
1415;f;3;147
1416;t;3;151
1417;t;3;147
1418;t;3;151
1419;t;3;147
1420;t;3;151
1421;f;3;147
1422;t;3;151
1423;t;3;151
1424;t;3;151
1425;f;3;147
1426;t;3;151
1427;t;3;147
1428;t;3;151
1429;t;3;151
1430;f;3;151
1431;t;1;157
1432;f;1;157
1433;f;1;157
1434;t;1;157
1436;t;3;151
1437;t;3;151
1442;t;3;151
1443;t;3;151
1445;t;3;151
1446;t;3;151
1448;t;3;151
1449;t;1;157
1453;f;3;151
1458;t;1;157
1465;t;1;157
1466;t;1;157
1468;t;1;157
1469;t;3;151
1471;t;1;157
1472;t;3;151
1440;t;3;151
1441;f;3;151
1452;t;1;157
1454;t;3;151
1456;t;3;151
1460;f;3;151
1461;t;1;157
1463;t;3;151
1473;t;1;157
1474;t;1;157
1475;f;3;151
1498;t;3;163
1499;f;3;163
1522;t;1;165
1523;t;1;165
1524;t;1;165
1525;t;1;165
1526;t;1;165
1527;t;1;165
1528;t;1;165
1529;f;1;165
1530;t;1;165
1531;f;1;165
1532;t;1;165
1533;t;1;165
1534;t;1;165
1535;t;1;165
1536;t;1;165
1537;t;1;165
1538;t;1;165
1540;t;1;165
1541;t;3;167
1542;t;1;165
1543;t;1;165
1544;t;1;165
1545;t;3;167
1546;t;1;165
1547;t;3;167
1548;t;3;167
1549;f;1;165
1550;t;1;165
1551;t;3;167
1552;t;3;167
1553;t;1;165
1554;t;3;167
1555;t;3;167
1556;t;3;167
1557;t;1;165
1558;t;1;165
1559;t;3;167
1560;t;3;167
1561;t;1;165
1562;t;3;167
1563;f;1;165
1564;t;1;165
1566;f;3;167
1568;f;3;167
1569;f;1;165
1570;t;1;165
1571;t;3;171
1572;t;3;171
1573;t;3;171
1574;t;3;171
1575;t;3;171
1576;t;3;171
1577;t;3;171
1578;t;3;171
1579;t;3;171
1580;t;3;171
1581;t;3;171
1582;t;3;171
1583;t;3;171
1584;t;3;171
1585;t;3;171
1586;t;3;171
1587;t;3;171
1597;t;1;173
1598;t;1;173
1599;t;3;179
1601;t;1;181
1602;t;1;181
1603;t;1;181
1624;t;3;183
1625;f;3;183
1626;t;3;183
1629;t;3;183
1632;t;3;183
1633;f;3;183
1635;t;3;183
1641;t;3;183
1648;t;3;183
1650;t;3;183
1654;t;1;185
1659;t;1;185
1660;t;1;185
1661;t;1;185
1663;t;1;185
1671;t;1;185
1672;t;1;185
1627;t;3;183
1628;t;3;183
1630;f;3;183
1631;f;3;183
1637;t;3;183
1643;t;3;183
1646;t;3;183
1647;t;3;183
1649;t;3;183
1651;f;3;183
1652;t;3;183
1653;t;1;185
1655;f;1;185
1656;t;1;185
1657;t;1;185
1658;t;1;185
1662;t;1;185
1664;t;1;185
1665;t;1;185
1666;t;1;185
1667;t;1;185
1668;t;1;185
1669;t;1;185
1670;t;1;185
1673;t;1;185
1674;t;1;185
1675;t;1;185
1676;t;1;185
1677;t;1;185
1678;t;1;185
1679;t;1;185
1680;t;1;185
1681;t;1;185
1682;t;1;185
1683;t;1;185
1684;f;1;185
1685;t;1;185
1686;t;1;185
1687;t;1;185
1688;t;1;185
1689;t;1;185
1690;t;1;185
1691;t;1;185
1692;t;1;185
1693;t;1;185
1694;t;1;185
1695;t;1;185
1696;t;1;185
1697;t;1;185
1698;t;1;185
1699;f;3;187
1700;t;3;187
1701;t;3;187
1702;t;3;187
1703;f;3;187
1704;f;3;187
1705;t;1;189
1736;f;3;191
1737;t;3;191
1741;t;3;191
1742;t;3;191
1743;t;3;191
1744;t;3;191
1745;f;3;191
1746;t;3;191
1747;t;3;191
1748;t;3;191
1749;t;3;191
1750;t;3;191
1751;t;3;191
1752;f;3;191
1753;t;3;191
1754;t;1;193
1755;f;1;193
1756;f;1;193
1757;t;1;193
1758;f;3;195
1759;t;3;195
1760;f;1;193
1786;f;1;197
1788;t;1;197
1811;f;1;201
1812;f;1;201
1813;f;1;201
1814;f;1;201
1815;f;1;201
1816;t;1;201
1817;f;1;201
1818;f;3;203
1819;t;3;203
1820;t;3;203
1821;t;3;203
1822;t;3;203
1823;t;1;205
1840;t;3;207
1841;t;3;207
1842;t;3;207
1843;t;3;207
1844;t;3;207
1845;t;3;207
1846;t;3;207
1847;f;3;207
1848;t;3;207
1849;t;3;207
1850;t;3;207
1851;t;3;207
1852;t;3;207
1853;t;3;207
1854;t;3;207
1855;t;3;207
1856;t;3;207
1857;t;3;207
1858;t;3;207
1859;t;3;207
1860;t;3;207
1861;t;3;207
1863;t;1;209
1864;t;1;209
1882;t;3;211
1883;f;3;211
1884;t;3;211
1885;t;3;211
1886;t;3;211
1887;t;3;211
1888;t;3;211
1889;t;3;211
1890;t;3;211
1891;t;3;211
1892;f;3;211
1893;t;3;211
1894;t;3;211
1895;t;3;211
1896;t;3;211
1897;t;3;211
1898;t;3;211
1899;t;3;211
1900;t;3;211
1901;t;3;211
1902;t;3;211
1903;f;3;211
1904;f;3;211
1905;t;3;211
1906;t;3;211
1907;t;3;211
1908;t;3;211
2009;t;1;217
2010;t;1;217
2011;t;1;217
2012;f;1;217
2013;t;1;217
2014;t;1;217
2015;t;1;217
2022;t;1;221
2023;f;1;221
2024;t;1;221
2025;f;1;221
2026;t;1;221
2027;t;1;221
2028;t;1;221
2029;f;1;221
2030;t;1;221
2031;t;1;221
2032;t;1;221
2033;t;1;221
2034;t;1;221
2035;t;1;221
2036;t;1;221
2037;f;1;221
2038;t;1;221
2039;t;1;221
2040;f;1;221
2043;t;1;225
2044;t;1;225
2045;t;1;225
2046;f;1;225
2047;t;1;225
2048;t;1;225
2049;t;1;225
2050;t;1;225
2051;t;1;225
2052;t;1;225
2053;t;1;225
2054;t;1;225
2055;t;1;225
2056;t;1;225
2057;t;1;225
2058;t;1;225
2059;t;1;225
2060;t;1;225
2061;t;1;225
2062;t;1;225
2063;f;1;225
2064;t;1;225
2065;t;1;225
2066;t;1;225
2067;f;1;225
2068;t;1;225
2069;t;1;225
2070;t;1;225
2071;f;1;225
2072;t;1;225
2073;t;1;225
2074;t;1;225
2075;t;1;225
2076;t;1;225
2077;t;1;225
2078;t;1;225
2079;t;1;225
2080;t;1;225
2081;t;1;225
2082;t;1;225
2083;t;1;225
2084;t;1;225
2085;t;1;225
2086;t;1;225
2087;t;1;225
2088;t;1;225
2089;t;1;225
2090;t;1;225
2091;t;1;225
2092;t;1;225
2093;t;1;225
2094;t;1;225
2095;t;1;225
2096;t;1;225
2097;t;1;225
2098;t;1;225
2099;t;1;225
2100;t;1;225
2101;t;1;225
2102;t;1;225
2103;t;1;225
2104;t;1;225
2105;t;1;225
2106;t;1;225
2107;t;1;225
2108;t;1;225
2109;t;1;225
2110;t;1;225
2111;f;1;225
2112;t;1;225
